Date,Step Count,Speed (m/s),Distance,Greater than 10K steps
2020-09-20 ,6940,1.46,5493.68,No
2020-09-21 ,21224,1.42,16220.94,Yes
2020-09-22 ,18182,1.33,13705.96,Yes
2020-09-23 ,14745,1.38,11220.16,Yes
2020-09-24 ,19493,1.42,14877.11,Yes
2020-09-25 ,17531,1.4,13403.41,Yes
2020-09-26 ,10734,1.52,8582.67,Yes
2020-09-27 ,6892,1.61,5580.12,No
2020-09-28 ,17311,1.47,13431.82,Yes
2020-09-29 ,14364,1.4,11078.81,Yes
2020-09-30 ,12435,1.51,9921.94,Yes
2020-10-01 ,4521,1.52,3625.43,No
2020-10-02 ,5157,1.49,4034.64,No
2020-10-03 ,22879,1.49,17721.37,Yes
2020-10-05 ,18545,1.46,14342.19,Yes
2020-10-06 ,22088,1.45,17029.44,Yes
2020-10-07 ,21658,1.39,16585.64,Yes
2020-10-09 ,4311,1.61,3558.29,No
2020-10-10 ,9770,1.69,8188.21,No
2020-10-11 ,6490,1.63,5285.92,No
2020-10-12 ,21580,1.46,16602.67,Yes
2020-10-13 ,18308,1.42,13987.71,Yes
2020-10-14 ,17013,1.39,12774.08,Yes
2020-10-15 ,22485,1.44,17046.1,Yes
2020-10-16 ,24599,1.4,18658.1,Yes
2020-10-17 ,19508,1.47,15243.0,Yes
2020-10-18 ,22224,1.43,17158.07,Yes
2020-10-19 ,20391,1.43,15578.22,Yes
2020-10-20 ,21051,1.44,16113.4,Yes
2020-10-21 ,17352,1.41,13219.08,Yes
2020-10-22 ,17537,1.45,13484.9,Yes
2020-10-23 ,21146,1.48,16157.35,Yes
2020-10-24 ,17182,1.5,13409.12,Yes
2020-10-25 ,11925,1.31,8836.93,Yes
2020-10-26 ,15994,1.41,11966.92,Yes
2020-10-27 ,17070,1.36,12795.81,Yes
2020-10-28 ,16862,1.42,12648.05,Yes
2020-10-29 ,16532,1.42,12407.24,Yes
2020-10-30 ,12356,1.35,9183.43,Yes
2020-10-31 ,18173,1.38,13625.71,Yes
2020-11-01 ,309,1.62,260.75,No
2020-11-02 ,17831,1.38,13308.65,Yes
2020-11-03 ,17092,1.41,12833.01,Yes
2020-11-04 ,21347,1.43,16066.47,Yes
2020-11-05 ,14995,1.35,11178.16,Yes
2020-11-06 ,13647,1.38,10228.66,Yes
2020-11-07 ,8497,1.43,6632.27,No
2020-11-08 ,14851,1.41,11303.41,Yes
2020-11-09 ,9988,1.39,7441.71,No
2020-11-10 ,16375,1.36,12232.5,Yes
2020-11-11 ,14169,1.42,10684.61,Yes
2020-11-12 ,16067,1.44,12169.38,Yes
2020-11-13 ,18980,1.42,14289.95,Yes
2020-11-14 ,4722,1.38,3568.38,No
2020-11-15 ,10441,1.36,7822.52,Yes
2020-11-16 ,13963,1.32,10315.64,Yes
2020-11-17 ,14909,1.35,11120.53,Yes
2020-11-18 ,12521,1.35,9339.06,Yes
2020-11-19 ,18719,1.4,13999.87,Yes
2020-11-20 ,15963,1.39,11921.7,Yes
2020-11-21 ,17120,1.38,12900.55,Yes
2020-11-22 ,5693,1.48,4284.35,No
2020-11-23 ,15620,1.43,11701.73,Yes
2020-11-24 ,21020,1.41,15671.3,Yes
2020-11-25 ,18152,1.41,13519.96,Yes
2020-11-26 ,15230,1.42,11493.45,Yes
2020-11-27 ,15053,1.43,11266.66,Yes
2020-11-29 ,10232,1.51,7879.57,Yes
2020-11-30 ,21871,1.43,16542.88,Yes
2020-12-01 ,19563,1.45,14850.12,Yes
2020-12-02 ,13466,1.42,10161.1,Yes
2020-12-05 ,3092,1.48,2371.29,No
2020-12-06 ,13713,1.41,10211.45,Yes
2020-12-07 ,12327,1.39,9192.52,Yes
2020-12-08 ,15501,1.49,11766.35,Yes
2020-12-09 ,14153,1.46,10794.91,Yes
2020-12-10 ,15860,1.39,11868.92,Yes
2020-12-11 ,12913,1.43,9764.11,Yes
2020-12-12 ,18690,1.33,13119.99,Yes
2020-12-13 ,1043,1.42,775.87,No
2020-12-14 ,13594,1.41,10277.21,Yes
2020-12-15 ,12492,1.46,9441.62,Yes
2020-12-17 ,14482,1.47,10886.48,Yes
2020-12-18 ,17249,1.41,12046.24,Yes
2020-12-21 ,11883,1.41,8956.37,Yes
2020-12-22 ,14584,1.36,10809.15,Yes
2020-12-23 ,16156,1.39,12086.38,Yes
2020-12-24 ,14606,1.4,10960.78,Yes
2020-12-25 ,17837,1.35,12865.47,Yes
2020-12-26 ,15364,1.3,11099.92,Yes
2020-12-27 ,12197,1.34,9131.57,Yes
2020-12-28 ,13908,1.37,10414.22,Yes
2020-12-29 ,16368,1.38,12241.43,Yes
2020-12-30 ,12174,1.44,9208.54,Yes
2020-12-31 ,15664,1.4,11857.21,Yes
2021-01-01 ,3399,1.45,2565.79,No
2021-01-02 ,11332,1.41,8447.04,Yes
2021-01-03 ,13565,1.26,9332.97,Yes
2021-01-04 ,15808,1.43,11841.7,Yes
2021-01-05 ,15292,1.4,11471.53,Yes
2021-01-06 ,16646,1.43,12498.04,Yes
2021-01-07 ,13229,1.43,9982.53,Yes
2021-01-08 ,10894,1.43,8201.46,Yes
2021-01-09 ,5050,1.43,3772.22,No
2021-01-10 ,47,1.52,38.92,No
2021-01-11 ,12043,1.41,8998.06,Yes
2021-01-12 ,15839,1.42,11848.72,Yes
2021-01-13 ,19199,1.38,14311.04,Yes
2021-01-14 ,21656,1.46,16393.38,Yes
2021-01-15 ,18755,1.4,13972.14,Yes
2021-01-16 ,20305,1.33,14385.51,Yes
2021-01-17 ,20585,1.28,14294.16,Yes
2021-01-18 ,15543,1.42,11692.84,Yes
2021-01-19 ,17698,1.43,13402.69,Yes
2021-01-20 ,12964,1.45,9718.28,Yes
2021-01-21 ,13222,1.4,9909.04,Yes
2021-01-22 ,16404,1.39,12350.22,Yes
2021-01-23 ,17856,1.26,12477.3,Yes
2021-01-24 ,16034,1.22,11864.8,Yes
2021-01-25 ,18226,1.4,13774.06,Yes
2021-01-27 ,17741,1.43,13382.44,Yes
2021-01-28 ,18390,1.43,13792.59,Yes
2021-01-29 ,14377,1.41,10799.7,Yes
2021-01-30 ,13049,1.5,9833.88,Yes
2021-01-31 ,17199,1.37,13012.46,Yes
2021-02-01 ,14338,1.4,10865.04,Yes
2021-02-02 ,12006,1.37,8926.38,Yes
2021-02-03 ,15044,1.4,11313.89,Yes
2021-02-04 ,14788,1.39,11104.75,Yes
2021-02-06 ,10722,1.3,7967.51,Yes
2021-02-07 ,16591,1.36,12374.02,Yes
2021-02-08 ,12989,1.42,9857.17,Yes
2021-02-09 ,15459,1.43,11699.04,Yes
2021-02-10 ,16533,1.4,12394.2,Yes
2021-02-11 ,13942,1.39,10570.2,Yes
2021-02-12 ,3586,1.38,2670.16,No
2021-02-13 ,17431,1.4,12118.23,Yes
2021-02-14 ,13825,1.34,10368.67,Yes
2021-02-15 ,13903,1.41,10394.98,Yes
2021-02-16 ,16759,1.43,12525.22,Yes
2021-02-17 ,10255,1.41,7662.43,Yes
2021-02-19 ,20711,1.46,15608.72,Yes
2021-02-20 ,13623,1.36,10279.32,Yes
2021-02-21 ,17816,1.24,12431.26,Yes
2021-02-22 ,17467,1.38,13026.97,Yes
2021-02-23 ,21237,1.38,15927.85,Yes
2021-02-24 ,18848,1.38,14060.68,Yes
2021-02-25 ,15385,1.31,11410.12,Yes
2021-02-26 ,3340,1.19,2450.96,No
2021-02-27 ,12106,1.21,8898.38,Yes
2021-02-28 ,2641,1.25,1948.21,No
2021-03-01 ,1421,1.07,1025.59,No
2021-03-02 ,1375,1.01,989.18,No
2021-03-03 ,5004,1.23,3715.51,No
2021-03-04 ,7064,1.22,5119.91,No
2021-03-06 ,13948,1.37,10286.99,Yes
2021-03-07 ,3998,1.36,3004.19,No
2021-03-08 ,15064,1.43,11335.22,Yes
2021-03-09 ,13289,1.41,9998.26,Yes
2021-03-10 ,9802,1.42,7304.06,No
2021-03-11 ,16837,1.43,12670.65,Yes
2021-03-12 ,13951,1.39,10543.97,Yes
2021-03-13 ,15416,1.4,11753.49,Yes
2021-03-14 ,17781,1.45,13462.16,Yes
2021-03-15 ,14631,1.41,10958.88,Yes
2021-03-16 ,19693,1.44,14911.29,Yes
2021-03-17 ,18913,1.38,14043.52,Yes
2021-03-18 ,17981,1.41,13435.62,Yes
2021-03-20 ,4090,1.4,3059.8,No
2021-03-21 ,15438,1.4,11582.23,Yes
2021-03-22 ,12118,1.4,9078.33,Yes
2021-03-23 ,12714,1.36,9405.04,Yes
2021-03-24 ,14361,1.4,10777.61,Yes
2021-03-25 ,15263,1.38,11259.63,Yes
2021-03-26 ,20549,1.38,15359.66,Yes
2021-03-27 ,14684,1.34,11061.02,Yes
2021-03-28 ,2992,1.38,2244.35,No
2021-03-29 ,15022,1.34,11093.59,Yes
2021-03-30 ,21203,1.37,15756.51,Yes
2021-03-31 ,12657,1.36,9522.32,Yes
2021-04-01 ,18050,1.4,13543.01,Yes
2021-04-02 ,13332,1.43,10265.99,Yes
2021-04-03 ,5725,1.41,4367.73,No
2021-04-04 ,9985,1.47,7562.08,No
2021-04-05 ,13069,1.35,9671.37,Yes
2021-04-06 ,15674,1.34,11698.15,Yes
2021-04-07 ,15611,1.39,11672.51,Yes
2021-04-08 ,5975,1.38,4503.74,No
2021-04-09 ,17944,1.42,13590.08,Yes
2021-04-10 ,15602,1.34,11703.04,Yes
2021-04-11 ,10345,1.4,8035.5,Yes
2021-04-12 ,11078,1.38,8321.81,Yes
2021-04-13 ,14157,1.38,10603.2,Yes
2021-04-14 ,17011,1.41,12747.0,Yes
2021-04-15 ,8146,1.37,6087.64,No
2021-04-16 ,12041,1.35,8751.97,Yes
2021-04-17 ,21489,1.45,16296.53,Yes
2021-04-19 ,22505,1.35,16857.88,Yes
2021-04-20 ,20796,1.36,15520.65,Yes
2021-04-21 ,14172,1.34,10536.1,Yes
2021-04-22 ,16765,1.4,12660.79,Yes
2021-04-23 ,22228,1.44,16833.65,Yes
2021-04-25 ,8944,1.5,6941.76,No
2021-04-26 ,9900,1.38,7412.68,No
2021-04-27 ,16496,1.4,12468.37,Yes
2021-04-28 ,9583,1.34,7136.28,No
2021-04-29 ,13665,1.36,10205.86,Yes
2021-04-30 ,11362,1.4,8425.89,Yes
2021-05-01 ,5104,1.44,3911.01,No
2021-05-02 ,14406,1.43,10945.46,Yes
2021-05-03 ,11801,1.35,8735.49,Yes
2021-05-04 ,12219,1.43,9272.81,Yes
2021-05-05 ,10067,1.56,7908.62,Yes
2021-05-06 ,17745,1.38,13276.32,Yes
2021-05-07 ,11911,1.35,8824.0,Yes
2021-05-08 ,2264,1.39,1716.21,No
2021-05-09 ,9277,1.4,7084.53,No
2021-05-10 ,13585,1.41,10231.5,Yes
2021-05-11 ,11093,1.38,8263.13,Yes
2021-05-12 ,8790,1.37,6489.77,No
2021-05-13 ,11116,1.32,8245.43,Yes
2021-05-14 ,18730,1.43,14070.22,Yes
2021-05-15 ,8226,1.4,6191.15,No
2021-05-16 ,5040,1.36,3782.24,No
2021-05-17 ,19489,1.38,14560.14,Yes
2021-05-18 ,12092,1.41,9084.27,Yes
2021-05-19 ,3255,1.42,2505.63,No
2021-05-20 ,16516,1.4,12444.42,Yes
2021-05-21 ,12648,1.42,9589.55,Yes
2021-05-22 ,7342,1.38,5545.18,No
2021-05-24 ,12806,1.4,9579.06,Yes
2021-05-25 ,11414,1.37,8494.13,Yes
2021-05-26 ,7971,1.31,5890.74,No
2021-05-27 ,10104,1.3,7467.23,Yes
2021-05-28 ,8073,1.36,5983.74,No
2021-05-29 ,10410,1.51,8163.36,Yes
2021-05-30 ,3878,1.7,3198.93,No
2021-05-31 ,13841,1.38,10303.54,Yes
2021-06-01 ,10358,1.36,7697.38,Yes
2021-06-02 ,12663,1.36,9522.24,Yes
2021-06-03 ,9012,1.37,6732.76,No
2021-06-04 ,10057,1.32,7473.7,Yes
2021-06-05 ,2699,1.25,1988.9,No
2021-06-06 ,4827,1.31,3563.99,No
2021-06-07 ,10271,1.41,7751.12,Yes
2021-06-08 ,10471,1.37,7838.89,Yes
2021-06-09 ,7345,1.32,5477.08,No
2021-06-10 ,10915,1.38,8162.67,Yes
2021-06-11 ,10151,1.33,7552.81,Yes
2021-06-12 ,8150,1.38,6133.07,No
2021-06-14 ,11272,1.41,8422.28,Yes
2021-06-15 ,10994,1.42,8339.59,Yes
2021-06-16 ,16526,1.28,12299.81,Yes
2021-06-17 ,13153,1.35,9810.41,Yes
2021-06-18 ,18032,1.32,13369.04,Yes
2021-06-19 ,2160,1.8,1812.34,No
2021-06-20 ,18487,1.26,13125.58,Yes
2021-06-21 ,10755,1.33,8047.42,Yes
2021-06-22 ,14146,1.35,10545.58,Yes
2021-06-23 ,9165,1.28,6735.07,No
2021-06-24 ,17006,1.38,12746.65,Yes
2021-06-25 ,14392,1.31,10607.58,Yes
2021-06-26 ,12873,1.48,9884.72,Yes
2021-06-27 ,2803,1.99,2448.0,No
2021-06-28 ,13734,1.37,10268.19,Yes
2021-06-29 ,12376,1.33,9109.73,Yes
2021-06-30 ,12328,1.37,9182.6,Yes
2021-07-01 ,14427,1.34,10683.3,Yes
2021-07-02 ,23515,1.25,17694.11,Yes
2021-07-03 ,19869,1.14,14993.48,Yes
2021-07-04 ,24487,1.03,18373.46,Yes
2021-07-05 ,26351,1.15,19679.61,Yes
2021-07-06 ,32285,1.17,24141.89,Yes
2021-07-07 ,30768,1.14,22831.33,Yes
2021-07-08 ,24574,1.24,18180.15,Yes
2021-07-09 ,21079,1.33,16561.82,Yes
2021-07-10 ,14455,1.45,12077.9,Yes
2021-07-11 ,18346,0.9,13943.01,Yes
2021-07-12 ,27240,1.12,20364.48,Yes
2021-07-13 ,21432,1.09,15909.47,Yes
2021-07-14 ,19354,1.04,14415.22,Yes
2021-07-15 ,21220,1.1,15873.11,Yes
2021-07-16 ,19993,1.28,15291.03,Yes
2021-07-17 ,17563,1.3,13715.73,Yes
2021-07-18 ,19673,1.06,14808.21,Yes
2021-07-19 ,24980,1.14,18688.81,Yes
2021-07-20 ,21891,1.13,16336.87,Yes
2021-07-21 ,15259,0.65,11567.3,Yes
2021-07-22 ,20832,1.04,15523.55,Yes
2021-07-23 ,14205,1.24,10893.18,Yes
2021-07-24 ,10555,1.28,8914.17,Yes
2021-07-25 ,16686,1.27,13174.26,Yes
2021-07-26 ,21248,1.14,15913.23,Yes
2021-07-27 ,23107,1.12,17254.84,Yes
2021-07-28 ,23213,1.1,17308.41,Yes
2021-07-29 ,11437,1.36,8565.13,Yes
2021-07-30 ,27394,1.24,20778.76,Yes
2021-07-31 ,23254,1.44,18405.97,Yes
2021-08-01 ,23141,1.34,18198.47,Yes
2021-08-02 ,24451,1.18,18352.22,Yes
2021-08-03 ,20509,1.08,15456.09,Yes
2021-08-04 ,15458,1.07,11597.32,Yes
2021-08-05 ,18851,0.91,14112.58,Yes
2021-08-06 ,21399,1.34,16420.67,Yes
2021-08-07 ,15763,1.31,12685.83,Yes
2021-08-08 ,14530,1.12,11384.78,Yes
2021-08-09 ,20602,1.04,15434.16,Yes
2021-08-10 ,20370,1.06,15321.79,Yes
2021-08-11 ,18949,1.07,14219.58,Yes
2021-08-12 ,19064,0.99,14318.96,Yes
2021-08-13 ,17539,1.16,13482.76,Yes
2021-08-14 ,16551,1.23,13357.22,Yes
2021-08-15 ,16288,1.44,13351.53,Yes
2021-08-16 ,21363,1.15,16571.53,Yes
2021-08-17 ,22817,1.05,17069.03,Yes
2021-08-18 ,41497,0.9,31168.24,Yes
2021-08-19 ,17177,0.83,12922.46,Yes
2021-08-20 ,13719,0.58,10614.48,Yes
2021-08-21 ,14756,1.18,11462.74,Yes
2021-08-22 ,18897,1.17,14722.76,Yes
2021-08-23 ,23877,0.83,18336.31,Yes
2021-08-24 ,26531,1.19,19948.47,Yes
2021-08-25 ,15644,0.81,11716.2,Yes
2021-08-26 ,29401,0.76,22336.03,Yes
2021-08-27 ,25602,0.77,19773.2,Yes
2021-08-28 ,23777,1.25,18269.22,Yes
2021-08-29 ,25863,1.12,19665.86,Yes
2021-08-30 ,11637,0.62,8962.02,Yes
2021-08-31 ,26934,1.17,20227.69,Yes
2021-09-01 ,25953,1.06,19409.23,Yes
2021-09-02 ,26622,0.73,20259.47,Yes
2021-09-03 ,12000,0.63,9252.48,Yes
2021-09-04 ,12755,1.23,10327.55,Yes
2021-09-05 ,19707,1.07,15306.9,Yes
2021-09-06 ,31529,0.88,23941.61,Yes
2021-09-07 ,29804,1.13,22337.69,Yes
2021-09-08 ,23193,1.02,17474.28,Yes
2021-09-09 ,15079,0.87,11315.07,Yes
2021-09-10 ,24101,0.81,18617.2,Yes
2021-09-11 ,16926,1.22,13236.59,Yes
2021-09-12 ,21790,1.1,16634.28,Yes
2021-09-13 ,31904,1.02,24246.43,Yes
2021-09-14 ,21214,0.89,15914.84,Yes
2021-09-15 ,30956,1.06,23038.77,Yes
2021-09-16 ,31047,1.13,23241.69,Yes
2021-09-17 ,29702,0.94,22788.69,Yes
2021-09-18 ,12421,1.38,9356.04,Yes
2021-09-19 ,14303,1.3,11567.45,Yes
2021-09-20 ,16941,1.25,13258.08,Yes
2021-09-21 ,21039,0.93,16068.42,Yes
2021-09-22 ,28217,1.08,21065.33,Yes
2021-09-23 ,35244,0.77,26921.59,Yes
2021-09-24 ,27547,0.78,21753.18,Yes
2021-09-25 ,21777,1.28,16967.51,Yes
2021-09-26 ,26515,1.16,20053.28,Yes
2021-09-27 ,28585,1.1,21474.07,Yes
2021-09-28 ,27427,1.11,20592.11,Yes
2021-09-29 ,29198,0.79,22119.82,Yes
2021-09-30 ,34489,1.12,25852.36,Yes
2021-10-01 ,24531,1.22,18709.88,Yes
2021-10-02 ,11015,1.22,8957.43,Yes
2021-10-03 ,11088,1.13,9144.77,Yes
2021-10-04 ,19686,1.15,15197.98,Yes
2021-10-05 ,29200,1.08,21813.8,Yes
2021-10-06 ,27026,1.1,20147.84,Yes
2021-10-07 ,28219,0.88,21411.22,Yes
2021-10-08 ,28569,1.04,21674.6,Yes
2021-10-09 ,17702,1.58,14216.64,Yes
2021-10-10 ,21446,1.56,16963.39,Yes
2021-10-11 ,27451,1.45,20882.49,Yes
2021-10-12 ,28959,1.37,21540.81,Yes
2021-10-13 ,39925,1.38,30008.83,Yes
2021-10-14 ,42752,1.36,31724.95,Yes
2021-10-15 ,31651,1.46,24062.5,Yes
2021-10-16 ,29468,1.51,22838.94,Yes
2021-10-17 ,32977,1.42,24794.67,Yes
2021-10-18 ,28810,1.38,21216.67,Yes
2021-10-19 ,37336,1.38,27503.87,Yes
2021-10-20 ,39204,1.33,28103.56,Yes
2021-10-21 ,36168,1.3,25144.47,Yes
2021-10-22 ,28203,1.33,19567.08,Yes
2021-10-23 ,28823,1.26,20450.97,Yes
2021-10-24 ,34042,1.31,24524.55,Yes
2021-10-25 ,33289,1.32,22940.53,Yes
2021-10-26 ,30625,1.29,21220.52,Yes
2021-10-27 ,33600,1.29,23241.23,Yes
2021-10-28 ,35303,1.27,24399.06,Yes
2021-10-29 ,39334,1.25,26857.51,Yes
2021-10-30 ,37342,1.33,26399.91,Yes
2021-10-31 ,35641,1.4,26252.21,Yes
2021-11-01 ,41306,1.28,28275.92,Yes
2021-11-02 ,44346,1.28,30452.1,Yes
2021-11-03 ,39641,1.25,26752.18,Yes
2021-11-04 ,31722,1.27,21722.6,Yes
2021-11-05 ,34022,1.3,24087.9,Yes
2021-11-06 ,26141,1.41,19889.17,Yes
2021-11-07 ,22287,1.41,16500.16,Yes
2021-11-08 ,27656,1.32,19053.58,Yes
2021-11-09 ,31771,1.33,22049.7,Yes
2021-11-10 ,35310,1.32,24462.88,Yes
2021-11-11 ,41885,1.36,29482.08,Yes
2021-11-12 ,38452,1.32,26548.2,Yes
2021-11-13 ,36865,1.41,27385.61,Yes
2021-11-14 ,41356,1.4,30216.44,Yes
2021-11-15 ,33745,1.27,23121.86,Yes
2021-11-16 ,36788,1.29,25396.83,Yes
2021-11-17 ,27873,1.28,18996.63,Yes
2021-11-18 ,30460,1.28,21065.54,Yes
2021-11-19 ,41371,1.29,29177.61,Yes
2021-11-20 ,41567,1.42,31310.89,Yes
2021-11-21 ,24086,1.37,17389.53,Yes
2021-11-22 ,38363,1.31,26453.45,Yes
2021-11-23 ,31889,1.32,22129.39,Yes
2021-11-24 ,34090,1.31,23594.16,Yes
2021-11-25 ,37489,1.31,25997.68,Yes
2021-11-26 ,40520,1.32,27813.55,Yes
2021-11-27 ,38592,1.33,27203.02,Yes
2021-11-28 ,34466,1.34,25049.62,Yes
2021-11-29 ,29178,1.25,19820.75,Yes
2021-11-30 ,20376,1.31,14111.14,Yes
2021-12-01 ,27096,1.3,18720.6,Yes
2021-12-02 ,33857,1.28,23166.9,Yes
2021-12-03 ,29686,1.34,20598.42,Yes
2021-12-04 ,20162,1.28,13499.95,Yes
2021-12-05 ,23062,1.26,15730.94,Yes
2021-12-06 ,35215,1.3,24308.11,Yes
2021-12-07 ,38765,1.31,26642.14,Yes
2021-12-08 ,39204,1.29,26845.25,Yes
2021-12-09 ,34533,1.3,23611.17,Yes
2021-12-10 ,26838,1.34,18632.04,Yes
2021-12-11 ,19813,1.27,13390.33,Yes
2021-12-12 ,26321,1.32,18425.55,Yes
2021-12-13 ,32964,1.29,22611.43,Yes
2021-12-14 ,29921,1.27,20622.58,Yes
2021-12-15 ,38183,1.37,27063.57,Yes
2021-12-16 ,39236,1.39,27599.39,Yes
2021-12-17 ,20328,1.46,14868.29,Yes
